sequence,label
小弟昨天刚入手D3100套机18-55，想买个UV镜，麻烦师傅们推荐下呗小弟昨天刚入手D3100套机18-55，想买个UV镜，麻烦师傅们推荐下呗，哪个UV镜用起来对色彩什么的影响最小啊，最好100元以下的，谢谢啦,1
推荐系统通知音量和铃声音量能够分开设置推荐nubiaOS的铃音音量和告知音量能够分开设定。 主要是吧，想要设定来电铃音最大声，一来微信或者是其他告知就吓得一激灵，在微信里头一调音量，来电铃音又变小了，来电话又听不到。实在太不方便,2
请大家帮忙推荐一相600D的教材啊以前从没接触过单反，想买本书好好学习一下，有经验的朋友帮忙推荐本适合初学者的教材啊，谢谢啦，,1
有没有纯净版好的镜像推荐下，谢谢有没有纯净版好的镜像推荐下，谢谢,0
大家有给5n用三脚架吗？有木有好的推荐！不知道大家是不是有用三脚架的习惯。我刚入手5n，拍夜景手总是抖..所以想入手只三脚架，大家有什么好的推荐吗？,1
s205配个三脚架，尽量是迷你型的。大家有什么好推荐的！如题！我平时一般是踩单车出去拍照，所以想配个迷你型的三脚架。工作高度到1.6米就可以了！大家有什么好推荐的！,1
哪位高手能给推荐一个网上购买s205配件的商店啊，谢谢了！刚入手s205，想买一些uv镜、近摄镜、遮光罩、三脚架等等，实店很贵啊，想在网上陶一些，各位高手帮忙推荐一下，谢谢了！,1
★推荐镜遇为D3000版主★看到最近论坛里对更换版主是话题议论纷纷~今天得知论坛管理层有为D3000论坛更换版主的想法！特发此贴推荐 “三江水影-镜遇”为D3000论坛版主！ 推荐理由 1. 大哥为人正直，热心！总是不知疲倦的为新手们排忧解难！,1
学生买电脑、进来帮忙推荐一下吧、本人大一、学的是广告设计、主要会用photoshop.CoreIDRAW、ai、想买一个配置稍微好一点的但是资金不是很足、7000以下吧！5.6千最好、想买一个适合设计用的电脑、,0
麻烦大家，请推荐一款数码相机 谢谢以前用过老式的胶卷相机，现在数码相机也照过几次，是个新手。 在网上查了查，关键是不知道买“卡片机”还是“长焦机”呢? 富士s2600、2900、尼康l110、它们的样子好看。 索尼w50、佳能IXUS105、佳能SX120（携带方便,1
灵越系列求推荐！！！！！灵越 15 7000哪个型号比较好？ 灵越 14 7000哪个型号比较好,0
求推荐2款小米出的手机长话短说，现在用红米N4X3G存储空间版，感觉3G存储空间有点捉鸡了，想换一个1000多的4G或6G存储空间的小米系列手机（N4X给老妈），在给老爸选一个2000左右的，期望各位米粉推荐一二。,2
我想买个D7000 有二手想出的 价格合适可以，没有就请推荐南京的靠谱店铺我想入手一个D7000，本人新手，什么不懂 就想买了给宝宝照相，谁有闲置的，或淘汰的，主要是想价格合适，不然就只能入新机了,1
想买个笔记本，学习用。求数码大神推荐。想买个笔记本电脑，可我对电脑一窍不通，希望有明白的大神介绍一下。价格大约四五千左右。谢谢啦，我是学生，学平面设计，网页制作的哦。么么哒,0
R9st R8109 R811 A85t A37m 原厂 破解包 恢复出厂 售后推荐最新刷机教程，今天要给大家讲解的是线刷教程，主要是教大家用R9st R8109 R811 A85t A37m 原厂官方系统刷机，R9st R8109 R811 A85t A37m 解账户锁，R9st R8109 R811 A85t A37m 定屏死机，R9st R8109 R811 A85t A37m,2
新手学后期，有什么教材或学习论坛推荐求各们教师推荐一些新手后期的教材或是学习论坛,1
推荐一款Y470能用的 MINI PCI-E SSDRT 推荐一款Y470能用的 MINI PCI-E SSD 谢谢了,0
跪求各位大大推荐一款适合女生用的笔记本，价格大概在4K左右我女朋友想买款笔记本，要外观时尚漂亮些的，平时也就是上上网看看电影玩玩卡丁车这样的游戏，预算在4000左右，恳请各位大大推荐几款比较适合的。谢谢！,0
欲买个港版，各位大大推荐个网店呗如题，多谢！！！！！！！,1
求推荐，想买个好用的手机求推荐啊，我那手机不给力，现在正在看要买什么手机呢，就是想买个双卡的，500或者800万像素，最好带闪光灯和前置摄像头的，哎，要求不多为什么就是找不到满意的呢？？,0
想买个广角或者超广角镜头，想上副厂的，推荐个纠结到底哪个副厂的头适合我这种手头并不宽裕的人啊~~~一个是适龙10-20，一个是图丽的12-24~~求指教,1
帮忙推荐一款z981用的包包，谢谢！！！帮忙推荐一款z981用的包包，谢谢！！！,1
#尼康鸟类作品赏析# 【棕噪鹛】 （老阿推荐）七彩云南拍鸟记《四十》棕噪鹛1器材:NIKON D5100镜头:AF-S DX VR Nikkor 55-300mm 4.5-5.6G ED时间:2015-01-08 15:34:22.60快门:1/125光圈:F/5.6焦距:165毫米感光度:4002器材:NIKON D5100镜头:AF-S DX VR Nikkor 55-,1
用腻来佳能尼康，推荐几款不错的徕卡数码相机，画质性能强悍机身小巧轻便做数码这行的时间也不短了，有时候和圈子里的朋友聊天，他们都有一个共同的烦恼，就是佳能尼康的相机他们越拿越是拿不动。有时候出门拍个风景，一背就是一大包。机身加各种镜头，在加一些其他必须品几十斤的包就出来,1
高邮湖特色美食推荐（高邮湖芦苇荡湿地公园）扬州是一座有韵味的城市，看多了小桥流水的江南庭园风，你可以驱车到高邮湖，体会与城市不一样的美。风光秀丽的高邮湖是江苏省第三大淡水湖，有野鸭、白鹭等多种野生水鸟。国家重点保护鸟类东方白鹩、丹顶鹤、白鹭也,1
本人想入一台联想笔记本，4000左右，求推荐至少玩的起普通的3D游戏，NBA2K12之类的要做到超级通畅，声卡也要好点,0
谁能推荐些关于对焦的教程RT谢谢大家！,1
大家帮忙推荐一款相机想给GF买相机，预算大约在2q，在网上都挑花眼了，大虾帮忙~~,1
有什么好玩的游戏大家推荐一下有什么好玩的游戏大家推荐一下,2
邓超推荐4000万成像人脸识别全面屏，酷比S506M全面评测手机更新换代速度超过了使用速度，那么如何用最划算的钱买到最适合、最满意的手机呢。最新入手的这款酷比koobee S506M也许可以给你一些答案。这款手机配备了5.5英寸18:9高清全面屏，拍照成像高达4000万，放大16倍依,2
准备国庆买个惠普本，各位大侠推荐一款性价比高的机器，谢谢。性价比高的，四千左右的机器。386和414挺火的不知道怎么样？给个价格参考吧。 怎么测试机器性能和屏幕的情况，有没有教程？谢谢！,0
求推荐～单反替代机或入门级单反如题！谢谢大神们！,1
希望神舟专家帮我推荐一4000元左右的本本。本人用了L213T 两年了，用的很满意，不过现在要把他送我老妈用了，自己准备再买一4000元左右的神舟本本。 要求：1 独显 512M 2 DVD刻录机 3 15.4寸的大屏 分辨率1680*1050 就爱这分辨率 一定要这种高清屏的哦，因,0
推荐一个移动声卡价格无所谓支持mc和音效就可以,2
小白打算入手游戏本，求大神给推荐个。求性价比高的。,0
推荐一部3000-4000性价比高的手机想换一部3000-4000的手机 犹豫要买什么样的手机 大概就是想要买了之后可以正常用上个三年左右 所以考虑想入手iphone6sp 其实感觉现在国产手机也不错 所以犹豫 求解答求推荐,2
想入手一台8000-9000的笔记本 希望大伙推荐几款想入手一台8000-9000的笔记本 希望大伙推荐几款最好能给配置 感激不尽 谢谢！不限品牌 谢谢,0
求给推荐一台待机时间长的笔记本！因为要经常开会，需要笔记本待机时间长，请给推荐一台待机时间长的笔记本吧！,0
朋友们，帮我推荐一下那个数码相机价钱实惠又像素好啊，谢谢了！有过的推荐一下啊，额对这个还是小白！再次感谢了,1
求大神推荐一款1500以内的平板游戏本 摄像不需要非常高 能玩玩大型游戏 挂个qq什么的不要卡死就好,0
想入手一个定焦镜头 求推荐相机是600D 将来可能升级网上看佳能有两个定焦镜头价格能接受一个是佳能EF 50mm f/1.4 USM 价格是600镜头用途：标准镜头 （定焦） 镜头卡口：佳能EF卡口 焦距范围：50mm 滤镜尺寸：58mm 镜头结构：6组7片 最大光圈：,1
我想淘宝上代购台 美版y500。但淘宝上价格参差不齐。求推荐~RT 求入手美版y500 ~苦于不知如何选择淘宝代购小店。,0
学生，有没有推荐的，便宜的，要求这样的4g/8g内存，500g机械，能玩英雄联盟就好，尽量便宜，外观什么的无所谓,0
最近想入手3000左右的相机，能否推荐一下。本人对相机不太明白，就像买一个性价比高一点儿相机，我在网上看了几款不知道哪种好（尼康：D3000、J1、P7100、P510）（佳能：powershotSX40、EOS1100D），或者给我推荐别的也可以（3000元左右的都可以），在此谢过,1
4000元以内想配一台游戏性能较好的机子 求大神推荐！用的电脑是5年前的机器 游戏玩的很卡 有时候看视频都卡卡的 想买一台4000以内的 求大神帮忙推荐一下 可以多开游戏完美运行目前大多游戏的 么么艹！！！,0
准备毕业的学生想买游戏本有什么推荐最好8G运存 有块固态硬盘 i7最好 性价比高的优先,0
您好，请帮助推荐相机，谢谢请帮助推荐一款相机： 1、满足家庭使用 2、价位在3500元内 3、要求带1080P高清拍摄，拍摄效果好并带变焦、防抖功能 4、拍照效果好 谢谢,1
谁推荐光学防抖，光变20倍以上，高清500万像素以上的3000以下DV？谁推荐光学防抖，光变20倍以上，高清500万像素以上的3000以下DV？,1
请各位兄弟们帮无推荐一款联想5000左右的学生本！我的手上拿着5000不知道怎么买啥啊？,0
大神推荐求推荐5000到6000的笔记本电脑，玩英雄联盟的,0
d90 18 105求推荐一三脚架我不知道将来会不会上长焦，也许会上个70 300VR吧，但全幅肯定不会上了。求个脚架性价比高的，便宜但也要够用。,1
有没有物美价廉的磁吸式充电线推荐求推荐,2
有人用床上用的笔记本电脑桌吗？推荐个吧不知道有人用笔记本专用电脑桌没有，有用的能推荐个吗？！,0
1500-2000元左右的数码相机有什么好推荐???佳能，索尼，三星和尼康都可以。,1
最近要买笔记本电脑，我要用来做3dmax和vray渲染的，大家有什么好的推荐吗最近要买笔记本电脑，我要做3dmax室内外建模和vray渲染，所以对电脑的配置要求挺高，看了很多没有合适的，外星人价格太昂贵，苹果又是集成显卡，真的不知道该买什么好了，大家有什么好的推荐吗啊,0
我是大白，新入手妖妖，请大家推荐入门教学参考……多谢因入手后相机有滴答声一直不敢拍摄过多 又没时间去售后 还没怎么拍过，看到大家发的好图，我也想好好学学摄影，请大家推荐新手入门进阶的教程。,1
3007 R8109 A31u_16G A53m R7s_Plus 卡机 官方 固件包 修复机器卡 精品推荐最新刷机教程，今天要给大家讲解的是线刷教程，主要是教大家用3007 R8109 A31u_16G A53m R7s_Plus 原厂官方系统刷机，3007 R8109 A31u_16G A53m R7s_Plus 解账户锁，3007 R8109 A31u_16G A53m R7s_Plus 定屏死机，30,2
深圳尼康D4/D800推荐会现场抓拍有幸能参加深圳尼康D4/D800推荐会，见识了很多的摄影界朋友，在此非常感谢深圳泽艺达公司组织此次活动，感谢中关村深圳版的版主们的组织。1P器材:尼康 D700[尼康数码相机]镜头:适马 24-70mm f/2.8 EX DG MACRO[适马,1
学生党，想要入手4500左右的笔记本，求推荐平常玩LOL，坦克世界之类的网络游戏，不知道哪款好，不一定要游戏本，学习中也用的到就好,0
求推荐哪个版本方便使用些,2
HP本 16:10 14.1 怎么个逻辑关系 推荐几款16:10的本 5000左右 谢谢屏幕尺寸 14.1英寸 屏幕比例 16:9 上边配置正确吗？ HP本 16:10 14.1 怎么个逻辑关系 推荐几款16:10的本 5000左右 谢谢,0
"有谁用过S1500转接等相关,说说好处和推荐一下产品有谁用过S1500转接等相关配件,说说好处和推荐一下产品好坏,最好能有图片和型号说明,再附加购买网址就更好了.先在这里谢谢各位了.",1
【M美食推荐】凤羽桃源云南菜凤羽桃源云南菜，海淀区皂君庙73号，京城最正宗的云南菜，好吃不贵！~ 老板和伙计们都很随和，听着云南的民族音乐，吃着正宗的云南美食，真是一种享受！~ 下次带老妈去！~哇嘎嘎！~~~ 菜品推荐：沾益辣子鸡、滇东胡,1
想买HS11，大家帮忙推荐个网店不知道淘宝上买安不安全，朋友推荐在锐意上买，但锐意没货了，大家帮忙推荐个网店啊，最好是淘宝的，方便，谢谢了,1
想进长焦头求推荐想进一只300的长焦头tenglongA005怎么样？ 或者大家有没有什么其他的推荐啊？？,1
特发几片新拍的画眉和乌冬，热烈祝贺行摄E路版主的帖子《沈阳北陵公园》的景点被推荐本版行摄E路版主的帖子《沈阳北陵公园》的景点被推荐到中关村论坛的的影人旅途>沈阳北陵，这是A350论坛的喜事，特发几片新拍的画眉和乌冬，热烈祝贺！器材:尼康 D7000[尼康数码相机]镜头:尼康 AF-S 300mm f/4D IF-ED,1
想购买一款500G的笔记本硬盘，我的本本是联想Y450，麻烦高手推荐下，非诚勿扰由于本本原装的是320G，现在不够用了，所以想用500G把那个320G换下来,0
求推荐求推荐价位3000-3500左右的笔记本，能够日常办公，可以玩下LOL的，轻薄一点的，谢谢,0
5000左右 IPS显示屏 笔记本推荐本人大学生 想买一台笔记本 要求不髙IPS屏幕就行 预算5000 求大神推荐！！,0
#尼康花卉作品赏析# 祝家乡的儿童节快乐（版主推荐）日前一组荷花习作得vicky1984版主与摄友对片中存不足直言相告。点评中能直述己见实属珍贵，当惜之。昨雨。雨停即再拍荷，然雨珠已无，憾哉！今六一，吾国儿童节也，荷再献之。祝家乡儿童们：健康、快乐、幸福成长。,1
大家现在用的是那个版本捏？推荐下？现在那个版本性能最好捏？170还是173捏？,2
a09 b005 a16 给个推荐挂机头，拍风景兼人像， 还有个问题就是 听说 vr开了，画质有损失是不是真的，有多大影响 求高手解答,1
刚入手D7100+16-85，请推荐电池、三脚架、快门线刚入手D7100+16-85，请推荐电池、三脚架、快门线 电池用原装尼康的 三脚架用伟峰 快门线用 这样行吗,1
现在买手机有哪些好的推荐？本来是想买华为p20的。但是网上传的评价并不太好。电池耗电快，玩游戏手机发烫。所以想问问大家是否该入手p20，还是选择其他如小米8等机子。,2
SX40机选什么样的三角架。轻便实用，价格便宜。请高手推荐！SX40机选什么样的三角架。轻便实用，价格便宜。请高手推荐！,1
想买个4000元以内的机子， 大家给个推荐。我做平面的 没完过， 只是觉得应该有个，收集些素材用 要求当然是照出来清晰度好 大家给推荐个这价位内，尼康有哪个型号行？,1
除了大电池还有大内存 手机发烧友选机就要推荐Ta！今年有一部手机很厉害，从上市到现在一直都好评如潮。楼主身边也有不少朋友入手，用过一段时间后都表示：作为一部千元机型，它不但做到应有的外观和性能体验，更有超流畅的速度感和悉心护眼模式，真的可称谓是一款超,2
大家帮忙推荐4000以内联想笔记本4000以内联想笔记本 大家帮忙推荐一下 论坛等消息 可以就直接买了,0
求大神推荐笔记本办公用 基本不打游戏 外观好看的电脑 求推荐一下 我是大学生,0
求推荐一款适用于D3100的长焦镜头！初学者所以不要那么好的镜头，价格在一千以下，适用于D3100的自动对焦的长焦镜头。。。谢谢！,1
玩游戏，愈来愈卡，我也是服了，b381又不见推荐升级可不可以快点推荐升级，期望能修好,2
大家买小Y有用无线路由的出来推荐下大家买小Y有用无线路由的出来推荐下 用的那款牌子那款型号觉得好的推荐下,0
推荐各位Y友一个超级棒的单机大型游戏下载网站，游戏更新相当快，推荐大家收藏http://www.gamersky.com/Soft/pcgame/ 自己收藏的，分享给大家。单机游戏爱好者想必都知道这个网站，游民星空。主要是推荐给新玩家的，祝大家一起玩爽大型单机游戏，感觉不错的话别忘了回复哦 另外注意你的显卡，我,0
推荐一款300元内的三脚架(含云台)，要稳，重点没事！用于700Ｄ+18-135镜头同上啊!想在双十一买。３００不到点有好几款也不知道哪种好，,1
4款高性价比GTX1050独显笔记本推荐对于现代人来说，笔记本已经基本上和台式机比较接近，都不是很便于移动，而主要的用途是玩游戏和工作，这样，就需要笔记本有更强大的处理能力，而不是十分草草应对的功能。在这个618，各大品牌厂商都拿出了比较有性,0
求推荐个省电稳定流畅的管改包求推荐个省电平稳流畅的管改包,2
B385版本GPS不好用，准备回退，大家推荐哪个版本？如题？369还是377？谢谢,2
帮忙给推荐一款性价比不错的偏振镜 67MM 谢谢帮忙给推荐一款性价比不错的偏振镜 67MM 谢谢帮忙给推荐一款性价比不错的偏振镜 67MM 谢谢,1
买个 手动老头 拍人像 有谁推荐一下最好能发几张手动头拍人像的效果,1
欢迎HS22版摄友积极自荐、推荐版主。HS22 版块目前新机友较多，发贴量大。在富士论坛范围内，HS22 版块目前的发帖量仅次于S4050 版，三个月内的帖子数量已经达到了2700条，在所有长焦相机里也是名列前茅的。这与每一位HS22 机友的踊跃发帖，积极交流是,1
手机推荐要换手机了，想着要一部5.5寸以下，续航好，摄像头好的手机，红米note4x的625+4100mah让我很心动，但是屏幕太次，摄像头太次，大小又太大。小米5据说功耗控制的不错，不过现在只有白色版本了，黑边受不鸟。小米5S续,2
想换个新手机 求前辈们推荐推荐本人就是个学生妹嘛 想靠自己换部手机平时不玩游戏 就有时候玩点小游戏喜欢拍照 pp图什么的想换一部拍照像素过得去性能高的手机各位有什么好的千元机推荐一下我看中了红米note4x 红米4高配和红米4x想问问这哪个算好,2
推荐两款屏保：（1）屏幕模糊化——（2）让你的桌面燃烧起来（供给恶搞整蛊的友友们）有过的友友可以直接飘过啦、、都是一些老屏保了，不过发现用起来还不错，相信很多友友也没用过吧。所幸分享一下吧！ 两款屏幕保护都是英文的，不过很简单，使用起来也没什么难度。 先来看见第一款，我就叫他屏幕模糊,0
能推荐个相机吗老师好 ，我想买一个相机 ，就是出去旅游时用 ，我看好富士HS22，老婆说是买一个单反，您觉得买一个什么样的好呢 谢谢,1
"求推荐淘宝好的卖家：我想买Y560A—IFI本来打算买Y570N，但是看了好多关于阉割门的帖子后,灰心丧气，所谓的Y570A感觉等待遥遥无期，说不定出来的时候都被外派工作了，买不了，决定买Y560a-ifi，i5+ATI5730， 联想官网上都没货了，打算在网上买。这是第一",0
各位大大们推荐个三角架吧！要差不多的就好，便宜点的、不影响使用就好！,1
笔记本电脑推荐一下就打lol看电影请个位推荐一下笔记本电脑就打lol看电影性价比好点的 谢谢,0
富士F85，佳能105，sony的w350，哪个好？求推荐主要功能是拍建筑以及人物，谢谢富士F85，佳能105，sony的w350，或者其他1500元左右的，哪个好？求推荐,1
您好，小妹今年上大学，需要给她购买一台笔记本3000以内 请您帮忙推荐下 谢谢您好，小妹今年上大学，需要给她购买一台笔记本3000以内 请您帮忙推荐下 谢谢,0
推荐大家一个下载壁纸的网站，各类壁纸都可下载http://wallpaperswide.com/这是个好的网址，不过里面是英文的，相信对大家没什么难度吧。大家好好体验下吧,0
菜鸟入手k5，推荐套机！菜鸟入手k5，推荐套机！ 满足日常人物及旅游！ 请推荐,1
数码照片冲洗有高清的么？深圳有哪些店推荐一下。我把儿子从1岁到6岁照片都精选出来，拿一部分去冲洗。但发现问题，用单反拍的照片，在电脑上是高清晰的，但冲出来和卡片机没有什么区别。画质显然大打折扣了。 我猜想一定是冲洗的问题，应该有高清冲洗的专门店吧？,1
求推荐战神今年新发i7的战神有ngff接口的求推荐,0
关于推荐或自荐版主--附火烧云一组~祝小7论坛越办越红火如题 来小7论坛已有两月有余 从着手购机，到现在略知一点什么是摄影 从好友那里学到了不少东西 坛子里气氛也特别好 色友们发帖也很勤快 感受到了大家庭的温暖 所以水石再此感谢大家 只是，自从冷月斑竹消失后 坛子,1
修图用的电脑，大家推荐下配置四五千左右就好,0
想入手联想I5的笔记本，不知道那一款比较好，求推荐。。。主要用作游戏。。。,0
给大家推荐一组作品今天在北京论坛看见一组作品，我觉得是感情和作品完美的组合，深深的打动了我，名字叫“宣武永存” http://dcbbs.zol.com.cn/5/22_43477.html 不敢独享，与各位师友分享一下！作者把感情的宣泄用了整整三年时间完成,1
"新手 近期打算入手佳能单反60D 70D求推荐在论坛有网友推荐60D、70D、尼康7100,我预算1w之内，求大师推荐！平时就出来旅游用用，我该如何选择！还有镜头该如何选配，谢谢！",1
求推荐，想买一部笔记本来玩游戏的想买一部笔记本来玩实况足球12、13和NBA2K13，求推荐，什么样的电脑配置就可以玩了，GT635显卡可以玩吗？卡不卡？然后推荐几部机型以及配置，有电脑高手的请帮帮忙，感激不尽！,0
笔记本光驱位用的硬盘托架谁有比较好的推荐？想给本子加装SSD硬盘，但又不想粮费掉自带的1T机械硬盘。只能用光驱位的。大家有什么好的光驱位硬盘推荐吗？,0
A31t A79k X9077 A53t X909 维修 修复死机 维修推荐最新刷机教程，今天要给大家讲解的是线刷教程，主要是教大家用A31t A79k X9077 A53t X909 原厂官方系统刷机，A31t A79k X9077 A53t X909 解账户锁，A31t A79k X9077 A53t X909 定屏死机，A31t A79k X9077 A53t X909,2
中关村SL305的斑猪推荐的怎么样呢？什么时候能好呢？情况如何？支持的朋友顶起！！中关村富士SL305的斑猪推荐的怎么样呢？什么时候能好呢？情况如何？支持的朋友顶起！！ 最近的说，中关村论坛富士SL305要上斑猪了，激动呀，刚刚收入的小三，上个礼拜出去拍了一组，也发到论坛了，不过一个星期过去,1
您好 亮哥 想买个入门的单反套机 价钱在6000左右 请您推荐一款备选有佳能550d 600d 尼康d90 宾得k-r 麻烦您给推荐一个 并说说理由,1
求推荐一个只要能带的动WOW的ThinkPad笔记本如题，我想买一个ThinkPad笔记本，最好是i7核的，主要用途是商用，但希望能够兼容WOW这一款游戏就够，价格别太贵了最好是1W5以内吧,0
谁能给推荐一款好用的单反，买前能试拍的！如题~,1
求大神推荐一下配置实在坚持不住了，想配一台电脑，又是小白，所以求各位大佬推荐一下，预算8000（含显示器），主要用来调修照片，有时候打打游戏（不玩吃鸡），各种单机3A能中等特效玩就好，谢谢各位大神，雏菊献上～～～,0
求助--！以极高的价格被推荐了一款笔记本以后，怎样才能找回损失？在线等！本来是准备5100左右 购买一台联想的Y460系列的一款笔记本的，谁知道被JS推荐了一款宏基的AS4551G-P322G32Mn-1， 配置如下处理器型号:AMD 双核速龙II 处理器P320，显卡HD 5650 独显。去他妹的高端显卡，配个这么渣的,0
求推荐！索尼TX系列性价比最高的相机，家用。RT！感谢！,1
新手第一帖，顺便定焦求推荐原片直出，顺便求推荐一个定焦，DA50 1.8不知如何器材:宾得 K-5 II[宾得数码相机]镜头:宾得 DA 18-55mm f/3.5-5.6 AL[宾得镜头]时间:2014-01-19 11:49:18快门:1/25光圈:F/5.6焦距:55毫米感光度:100器材:宾得 K-5 II[,1
求推荐2000左右的华为手机，性价比好点求推荐2000左右的华为手机，性价比好点,2
小左哥，相信小左哥，求推荐！！！！求推荐3000-4000的本本，看网上信息说14r的还不错，可是如这图所示，好多14r呀，眼花缭乱了，我不怎么玩游戏，能玩如跑跑卡丁车，QQ飞车，炫舞之类的游戏就可以了，影音功能强点吧，还有就是摄像头像素高点吧，因为,0
网购还是实购？求推荐……纠结了到底是网购还是去实体店呢？网购去哪家比较好呢？（淘宝商城）望有前辈者指点一二……,1
刚上大一，想买买台电脑，推荐推荐本人电脑小白，刚上大一，想购买一台笔记本电脑，大概四千左右的。求大神们推荐，蟹蟹,0
N5209 R7Plusm A31c_4G T29 A31u_8G 解锁包 修复延迟 维修推荐最新刷机教程，今天要给大家讲解的是线刷教程，主要是教大家用N5209 R7Plusm A31c_4G T29 A31u_8G 原厂官方系统刷机，N5209 R7Plusm A31c_4G T29 A31u_8G 解账户锁，N5209 R7Plusm A31c_4G T29 A31u_8G 定屏死机，N5,2
新人习作，请各大侠指点/另想购入脚架 外闪 快门线 求推荐入手A580一星期 处于刚草草看过说明书一次的状态 努力拍了几张 求各位大侠指点另外准备购入三脚架和快门线 想拍星空 求推荐 三脚架预算100-200 快门线100左右 /还想学下用灯 不知道300左右有没选择,1
#尼康鸟类作品赏析# 【翠鸟出水】 （老阿推荐）翠鸟之出水、悬停1P器材:NIKON D7100时间:2015-02-12 11:03:05.50快门:1/4000光圈:F/6.3焦距:400毫米感光度:8002P器材:NIKON D7100时间:2015-02-12 11:39:32.50快门:1/3200光圈:F/6.3焦距:400毫米感光度:8003P器材:N,1
大神来推荐学设计的学生一台电脑学设计的！！要制图…3D渲图之类的！！价位5000左右！！老师给了要求i5以上 内存4g以上 还有什么1T 硬盘还是显卡来着的2G以上！最好15寸以上！！,0
求大神推荐拍照手机大神推荐2千内拍照厉害的手机 有的像素高但不一定拍照效果好 求引路,2
想给A550的18-55标头换一个质量好的变焦范围相近的镜头，请各位大大推荐一下索尼（蔡司） Vario-Sonnar T* DT16-80/3.5-4.5 ZA镜头这个怎么样？有用过的吗，说说感受,1
新手必读 ——— 向新入坛摄友推荐几个帖子、资料向新入坛网友推荐几个帖子、资料目前我们新入HX9坛子的朋友很多，如何发表新帖? 如何让你的贴子得到更多的评论? 如何让自己结交更多的朋友?如何迅速发帖、发图、发音乐、发视频? 如何进一步了解HX9相机的功能和使用,1
推荐一个非常棒的技术贴合集（之前网址贴错，已更正）http://itbbs.pconline.com.cn/dc/15271539.html写得非常透彻，强烈推荐！,1
给a57配镜头，高手推荐求索尼镜头推荐，a57相机，想拍人像和风景，不介意二手头，不介意第三方头，价格在2500一下。看见论坛里别人的适马17-70还不错的，还有索尼35定焦1.8怎么样，还有什么美能达的二手好头吗？,1
Dropbox 最好用的唯一能差分备份的同步盘推荐不同于其它的同步网盘或同步客户端， Dropbox 采用的是本人知道的世界唯一真正意义上具有差分备份同步功能的同步盘。举个例子，在My Dropbox文件夹下，有一个名为text.txt的文件，我在本机上用记事本打开，添加了一,0
"求推荐一些教摄影的教材,刚开始用单反感觉拍摄出来的效果不理想,希望有人能推荐几本摄影方面的书给我,最好是讲构图和拍摄技巧方面的.",1
推荐几款红色卡片机帮女生挑 请各位大大推荐几款红色的卡片机，预算2000以内 最好是市面上比较容易买到得 比较喜欢索尼的外形 像T700这样的 其他的品牌也可以 其他要求嘛...貌似一般女生对也没什么要求 主要是外形 然后好用 麻烦各位了,1
谁帮忙推荐个相机要2000-2500的。。谁帮忙推荐一下,1
大家推荐下zs5使用什么sd卡 多少钱买的？？大家推荐下zs5使用什么sd卡 多少钱买的？？class4就够了吗？？本人是菜鸟 。,1
有没有适合大e15.5寸的单肩包和内胆包，推荐下，多谢！有没有适合大e15.5寸的单肩包和内胆包，推荐下，多谢！,0
想买个在展会拍摄用的镜头，有推荐的吗？7月份想去参加ChinaJoy，拍拍Showgirl，不知道该用什么镜头,1
推荐款1500以下的机子如题,2
有没有支持显卡切换的机型推荐啊！！！！RT，有没有什么机型可推荐的，要可以切换显卡的。,0
我想给我的电脑换个显卡 请大家推荐一下！给大家看一下配置这是家里的老爷机 想把它显卡换了 玩游戏不爽 顺便再说下只要能玩CF 鬼泣4 这些游戏就行了 流畅就行 顺便再说下买什么显卡好 不要太贵的 能跟我电脑兼容就行了！ 千万不要买回来 不兼容就完了 我还是想在淘宝买 大家,0
笔记本求推荐办公影音 4000左右,0
求大神给力推荐V551最近看了一款华硕V551 个人感觉还行 就是不知道这个价格合不合适,0
推荐几款适合XE1手动镜头，有实拍参照！几支镜头几乎是XE1固定常委，统一口径49mm，成像色彩都不错！有本家1、18/2， 2、OM24/2.8（这头在国外网站评测PK C N家器材:佳能 5D Mark II[佳能数码相机]镜头:Canon EF 35-80mm f/4-5.6时间:2014-06-19 13:51:17.,1
求推荐个配xp6的耳塞1000左右就好求推荐，谢谢！,2
女汉子玩微单，求推荐防震抗摔款！一年一度放血的日子来临了，这次想送一款微单给女盆友。大喇喇的女朋友伤不起，生日送的iphone已经坑坑洼洼了，内牛满面，希望新相机有媲美诺基亚的抗打击能力。目前还是大学生，预算4000内，不知道大神们有什么推荐,1
我的A55想配一个广角镜头，大家有没有好点的推荐啊~~~~~我的A55想配一个广角镜头，大家有没有好点的推荐啊~~~~~套头的18端变形太严重，想问各位摄友有没有好一点的推荐呢？？性价比高一点的,1
买了电脑就不长来了，现在各位推荐个键盘吧，本本键盘实在不舒服RT。。。。。。别给我推荐DELL 8115了，有没有别的啊。。。最好淘宝能买到，50左右的凑合用就行。。。。。,0
朋友推荐的旅行必备神器，大家围观一下楼主作为一个疯狂的行走爱好者， 每次打背包的时候都是最痛苦的时候，装好一遍之后一定会再拿掉几样再打包。 尤其是让人又爱又恨的相机和镜头，带上重，不带又觉得少了点儿什么。 好朋友给推荐了佳能的一款长焦卡片,1
小白购机求推荐求一款3000-4000的游戏本，能流畅运行LOL，散热良好，品牌不显，主要用来看电影打游戏,0
