,sequence,label
7836,好本推荐 华硕PU401商务笔记本是个让人又爱又恨的存在！爱其安全性，便携性，稳定性。恨其配置低、性能差、卖相土。那么有没有一款笔记本电脑能够折中两方面全部拥有呢！必须有，今天LZ就来给大家推荐本子啦~自用商务本，华硕PU401！！,0
7837,求推荐～5000以内买个本能跑动UG8的 请各位大神给点意见,0
7838,请大神推荐本人小弟想趁近几天入手一台笔记本返学打机。。希望大神帮帮忙推荐下。。 本人小弟看中两台。一台是神州战神k610d-i7 d1另一台是神州战神k650d d1不知道那台更好。。还是选择其他很好。。希望大家帮帮忙完成我心愿,0
7839,3500以内笔记本求推荐之前看的k610C i3，竟然停产了，现在很迷茫，求大神解救,0
7840,求推荐一款屏幕效果和苹果手机一样的15寸笔记本手机的屏幕看贯了，再看现在的笔记本屏幕，真的差到掉渣了。求推荐一款屏幕效果和苹果手机一致的笔记本电脑，15寸，独显的哦，预算1万以内。谢谢啦,0
7841,价格六千多的游戏本，求大神推荐配置好点就行了,0
7842,价格六千多的游戏本，求大神推荐配置好点,0
7843,各位大神 推荐一款4000左右的笔记本吧 最好是华硕的我看 k550jk4200不错 你们感觉呢,0
7844,学生党求推荐想买个4000～5000的笔记本，平常比较爱追剧，偶尔玩游戏，有什么合适的推荐吗，最好有背光键盘。谢谢了,0
7845,推荐一款华硕整体性能较好的笔记本电脑4500左右发下型号,0
7846,哪位大神帮我推荐一下4000～4500的15寸笔记本啊？主玩游戏哪位大神帮我推荐一下4000～4500的15寸笔记本啊？主玩游戏,0
7847,关于室内设计用的笔记本。请大神推荐！我是室内设计的，要买电脑价格在4000 - -5000左右的，然后还请各位大神鉴定推荐！,0
7848,求推荐笔记本价位8千以下，大学生用的,0
7849,三千到四千华硕笔记本帮忙推荐一下华硕笔记本 帮忙留意一下…不求最好。但求放心。适用,0
7850,大神推荐，帮帮忙帮忙推荐一款4000至5000的笔记本，主要用途就是打打游戏啊！cf之类的啊那些，随便玩玩。然后本人现在是电脑盲，一窍不通，呵呵！帮忙推荐一下，谢谢！！！！,0
7851,求大神推荐一下游戏本大概在4500–5200左右的，性价比高一点的,0
7852,求推荐女生用笔记本！3500左右！女生用的！我是小白不懂笔记本。,0
7853,请各位大神 推荐一下各位大神，我马上就要上学了，想买一台价格在5000内的华硕电脑，不喜欢打游戏 请各位大神帮一下忙！,0
7854,买个四千左右的电脑求大家推荐推荐一般不卡能玩LOL不卡就好了 这款怎么样性价比高不高 大家推荐推荐吧 帮我推荐个性价比高的 什么牌子都可以,0
7855,求推荐一款华硕笔记本性价比较高，价格在4000左右。,0
7856,旧机N43SN升级方案求推荐本人有一台11年买的华硕N43SN本本，现在想加加内存、固态硬盘改善一下性能，硬件图如下，求各路大神给点升级的建议，现在只确定内存条需要加一个和之前一样的Samsung 4g DDR3的，其余还不知带怎么选。,0
7857,3500左右，数学专业，大二，女生，求推荐一台笔记本电脑！谢谢了！我一直想买一台性价比高的电脑，但不知道选哪个型号？不知道在哪儿能买到正品？好纠结！求给意见！,0
7858,求推荐，3500到4500之间。本人就玩LOL，希望能玩LOL不卡。求大神们推荐，喜欢华硕的。,0
7859,想入手华硕a555l的固态不知道卖啥求个推荐！？求推荐！！！！！！！！！！！,0
7860,华硕3500左右求大神推荐一款主要玩游戏华硕3500左右求大神推荐一款主要玩游戏 cf Lol qq飞车能玩这些就可以了谢谢,0
7861,求推荐啊想买个笔记本，但不知道哪个好，四千左右，性价比高点的，有什么型号，求推介，能玩lol不卡的,0
7862,大神推荐一部办公电脑，价格便宜一点！亲们帮推荐一部办公电脑，价格便宜一点。想给喜欢的女孩子买！你懂的！,0
7863,5000左右，高配电脑推荐 最好上市比较晚的外观也比较美观,0
7864,推荐电脑是求一台价格3000到3500的适合玩游戏的电脑,0
7865,求推荐电气专业的学生 需要用笔记本画图 玩游戏不多 求大神推荐一款华硕的笔记本 非常感谢,0
7866,求推荐一款华硕本本3-4H我之前用的是联想Y471的，现在也算老机器了，打算换新机了，为此来请教大神们推荐一款新上市的，价位3-4千，cup i5 ，独显以上，2GB内存，，，,0
7867,求推荐求推荐一款3500左右的本，打cf帧数上100,0
7868,游戏本求推荐想买一台游戏本价位在4500-6500求推荐主要玩LOL这些3d游戏,0
7869,推荐两款华硕商务本，大家看看推荐两款华硕商务本，大家看看今天外面雨夹雪，楼主忙里偷闲，上网琢磨买一款什么样的商务本送给刚毕业的弟弟做礼物。楼主选中了两款华硕的本子，还请各位大神能比较一下，看哪款更适合一点。华硕P552商用本搭载了In,0
7870,帮忙推荐款华硕笔记本想买台差不多能用的住的就行，不玩游戏，三千元出头的吧，要是有薄款的也好。,0
7871,求推荐光驱华硕的AMD那个不带光驱，求推荐一个光驱。,0
7872,求推荐华硕笔记本电脑，学UI设计的，急急急急，求推荐华硕笔记本电脑，学UI设计的，急急急急，,0
7873,大一求推荐华硕本本 预算4500以内要学习编程，注重影音体验，要全高清屏，游戏的话能畅玩《codol》和流畅运行前几代FPS单机,0
7874,年末出的这些手机里，求精品推荐？本来想买个小米5的，盼星星盼月亮还是没等到，估摸着今年是没戏了吧既然已经等到现在了，也不想再回头去买之前出的机型之前双11快到的时候，感觉各家都在比着发布新机，导致双11过后，总有点疲软的感觉，这几天翻数,0
7875,求帮忙 求推荐原来的本坏了 最近想换个新的 偶尔玩玩游戏 要求性价比高 外观好看的求推荐 看了联想感觉外观有一点点丑 感觉华硕要比联想好看些 价位3000--4000元 求各位帮忙推荐,0
7876,求大神推荐个笔记本电脑主要用途就是平常看看电影电视剧，炒股，和一些其他的正常上网，品牌偏向选择华硕和联想，预算6000以内的，请各位高手给推荐一个，万分感谢！！！！！,0
7877,推荐一个笔记本，感谢大神们!!!电脑小白，想购置一台笔记本，主要用于UI设计，知道mac好，但是学生穷没钱啊!所以请大神推荐性价比高的本子，对显示屏的色彩和显卡有一定的要求!!!跪拜!!,0
7878,想配台笔记本，求推荐!!!想配台笔记本，以下是台式机的配置( 主板：华硕B85—PRO/华硕Z97 CPU：英特尔E3-1231 V3/酷睿I7-4790 内存：金士顿8G/1600或者16G 显卡：丽台K600/K620或者影驰GTX960名人堂 固态硬盘：120G SSD 硬盘：希捷1000G/720,0
7879,想买华硕本求推荐想买个华硕本5000-6000，玩游戏不卡，今年的款式的，不要14年的，不想买来就过时一年,0
7880,"想卖笔记本电脑求大神们推荐！本人学土木的大一新生，以后可能会用到CAD,IBM，平时也就是玩玩LOL看看电影，想卖一款华硕的笔记本，两三千左右，有没有推荐的？？",0
7881,大神们，帮我推荐一款可以玩CF，能做CAD的笔记本，价格大概在3500到4000谢谢了,0
7882,求给推荐一款5000-7000左右游戏本价位在5000-7000上下，cup要i7，带固态硬盘，独显。使命召唤，古墓丽影，最终幻想，刺客信条这类的效果全开能不卡。,0
7883,选购笔记本电脑推荐本人学生党，今年大一，想买个本，个人感觉thinkpad挺好的，但……一样大神们给推荐推荐，最好配置高点的，能带得动大型游戏，屏幕分辨率最好也要好点，个人对电脑不是太了解，求助，,0
7884,想入手一个5000左右的电脑，超薄女生用。求推荐文科党，女生，一般不玩游戏。对于office 要求比较高。价格5000左右吧。学生党。希望薄些，轻些。有触控更好。没有也无所谓。求推荐。拜托了。,0
7885,求推荐 想买个华硕笔记本想买个华硕笔记本， 身边人却都在推荐买联想，我怎么感觉联想没华硕好呢？ 目前看上的 华硕 fl5600l 5800，主要是玩单机游戏 价位不要太高5500 以下！,0
7886,想买个4000多的游戏本，求推荐！想买个4000多的游戏本，求推荐！,0
7887,大神们，，推荐个本本吧？？学生党，，不会玩游戏-_-||～做设计，一般设计平面，有时设计3D的，，对电脑七窍通了六窍（一窍不通）～～能推荐个不,0
7888,想买个3500—3999元的机子，求推荐！！主要用于办公和影音，女生用，想买薄款的！求推荐！万分感谢！,0
7889,求推荐一个2000~3000的华硕笔记本，！平时只是用于办公，不玩游戏，谢谢大家,0
7890,新人求推荐想买一个华硕笔记本，不知道该如何选择，妹子一个不打游戏，五千以内，有什么推荐吗,0
7891,新手求推荐游戏本，贴主爱玩LOL，求一本价位4000到5500左右，性价比高点，配置不需太高，性能级别显卡，显存渴望4G。,0
7892,求推荐！！！华硕2015年发布4000多的笔记本，那款好，急求！,0
7893,求推荐大一学生 求推荐一台机子,0
7894,求高手推荐华硕机型 要求正文土木工程专业，首先需要满足绘图工具的流畅使用，保证能的用四年，轻薄时尚，有金属质感的最好，屏幕大小中等偏上，有优良的影音体验，游戏配置能在高画质下流畅运行英雄联盟等主流游戏，当然游戏配置越高越好，非常,0
7895,推荐一部电脑关于计算机三级考试练练手的，进网页不卡，基本办公能够ok价格3500--4000,0
7896,设计专业寻求推荐笔电专业需要学习CAD和ps，求大神推荐一款价位在5000元左右的笔记本电脑，能操作方便，运行时间长，散热快就行。,0
7897,帮忙推荐一个电脑办公不打游戏 只要办公不卡顿 有VGA.接口 有高清线接口 即可,0
7898,向各位大神求助，不知要买什么笔记本电脑的，大家推荐几个吧买个华硕笔记本电脑14寸的价格4500-5200的配置高点的,0
7899,求推荐4500-5000有好机器推荐没？,0
7900,求推荐游戏本价格3500到4000左右的游戏本,0
7901,学生党，想要入手4500左右的笔记本，求推荐平常玩LOL，坦克世界之类的网络游戏，不知道哪款好，不一定要游戏本，学习中也用的到就好,0
7902,求推荐一款4000左右最好不上5000的高清屏笔记本，谢谢？,0
7903,求帮忙推荐一款电脑4500左右，配置高点的，毕竟本人学生党，不需要玩大型游戏。平常玩玩小游戏看看电影就可以了。明年实习用电脑做点文件之类的。,0
7904,想买电脑有性能好又便宜的推荐吗华硕x552m官方价格是多少,0
7905,新手求推荐想入手一台价格4000-5000一下的华硕笔记本 综合性能好 支持多数大型游戏的 求各位大神推荐,0
7906,求推荐一款价格合适的笔记本做办公用英特尔i5处理器或AMD A8处理器，四核2.5GHz或以上，内存（容量4G或以上），硬盘500GSSD固态硬盘，光驱（DVD刻录16X或以上）,0
7907,"预算6000设计狗，有没有好推荐哒AE , PS , AI , ID ... 比较喜欢n551vw6700，但外形不大好看，主要屏幕和键盘中间那位置，喜欢了长长的那种，但两端的翻开不大喜欢，而且价格上到7000。 要求可能i7或者i5 6代。 显卡gtx960 4G左右。 个人要求请忽视",0
7908,求各位大神推荐主要以办公为主要求运行流畅，偶尔玩一下英雄联盟之类的游戏，价格在4000元上下，不超过5000。,0
7909,推荐做图电脑一款@@@@@@@@@@@@@本人学生，大家给推荐一款做CAD图笔记本一台，价格在4000~5000,0
7910,可以顺畅运行撸和cf等主流游戏的本本有推荐的么，@大神3000+银可以买到的，毕竟屌丝学生一枚,0
7911,学生党 求推荐款笔记本玩游戏主要是玩英雄联盟 也不玩什么高配置的游戏 所以想买台耐用的 价格在5000以下吧 高一点没关系 谢谢各位大神了,0
7912,求大神推荐办公电脑一台求大神推荐办公电脑一台，不玩游戏，做开发用,0
7913,求大神推荐因近期预购笔记本一台，求大神指点，6000元以内，看电影打游戏用，白色最好，银色或者红色也可以，最好不是黑色，想要个薄点的，求推荐啊,0
7914,求推荐3000元左右笔记本学生用 偶尔玩玩游戏 谢谢各位,0
7915,求推荐一款用来做ps，cdr，ai的主流笔记本，谢谢！！！想买一个笔记本用来做ps，cdr，ai本人平时不玩什么游戏，就爱看看电影什么的，笔记本希望是华硕，戴尔主流机器，价格中等合适，坐等。谢谢！,0
7916,想买一台4000左右的笔记本，推荐想买一台4000左右的笔记本，推荐,0
7917,推荐近半年出的华硕笔记本电脑价格在4 5千元左右 处理器 i5 屏幕14寸的 适合女生用的,0
7918,"求推荐......3000多的华硕笔记本，哪种型号玩cf,lol好",0
7919,求推荐华硕4000-4500左右的笔记本那些性能感谢,0
7920,"求推荐一台华硕笔记本用于设计，要求能流畅带动CAD,3Dmax,价格在5000左右",0
7921,推荐一台笔记本电脑。推荐一台5000～6000的高配笔记本电脑，游戏本。,0
7922,麻烦大神推荐笔记本华硕的，价格3000多，不玩游戏，办公用的，最好是15.6寸的，谢谢了！！,0
7923,求推荐求推荐一款4000-5999元的笔记本电脑， 要求 不玩大型网络游戏 薄一点,0
7924,推荐一台笔记本电脑求推荐一台笔记本电脑，外形好看，用来做表格等，不打大型网游。。轻便！价位2000～3500,0
7925,小白一枚，求推荐电脑，华硕的，高性价比，要颜值本人小白一枚，大学党，不玩游戏，平时就看剧，玩PS，对性能没有太高要求，能满足日常应用就好，但要运行快点的，卡得要死的就算了。希望购一台价格在3000到4000元的华硕电脑（听说华硕性价比高），轻薄点的，要颜值,0
7926,室内设计专业，平时做3D，偶尔游戏的妹子，求推荐4000～5500的笔记本室内设计专业，平时做3D，偶尔游戏的妹子，求推荐,0
7927,请大神给推荐一款笔记本！想买一款笔记本，主要工作就是用来写文档、看电影，游戏也就是玩个实况足球或者足球经理，要求键盘打字感觉要好，屏幕分辨率1920x1080，屏幕尺寸15.6，续航时间喜欢能长点儿，预算在5000以内请大神给推荐一款吧~,0
7928,求大神推荐3500左右性价比高的笔记本，准备读大学用的，求比较耐用一些，平时主要玩玩lol跟看电影,0
7929,求大神推荐3500或者4200的笔记本电脑本人也好玩单机游戏？？,0
7930,求大神推荐本人学生～平时偶尔打lol，求推荐一款性价比好一点的3000到4000价位的电脑，谢谢,0
7931,"学生党，求大神们推荐个本本！希望大家多多建议价格在4千或5千左右，散热要好，最好有背光键盘，光驱。游戏的话够玩lol,屁股，单机的仙剑之类的就好，电脑使用流畅不卡，音质屏幕尽量好些。求各位大神推荐，也欢迎各路兄弟姐妹发言建议！！谢谢！！！",0
7932,求助，求推荐一部学习用的笔记本，学计科求各种大神推荐一部4000左右，适合学习用的笔记本电脑，最好轻便便携，不要求玩游戏，我学的计科,0
7933,推荐性价比高的笔记本电脑学生党小白想买华硕的，但是犹豫不决 华硕偏贵 。。听朋友说联想惠普的也可以，价格在3000到4500,0
7934,求大神推荐一下四千到五千的游戏本，大型游戏如标题,0
7935,大一新生买电脑求大神推荐大一信息工程专业新生，平时不玩游戏，想买一款能满足专业需要的笔记本电脑，最好是笔记本平板二合一，求各位大神推荐,0
7936,求大神推荐一部4000左右的游戏本求,0
7937,新手急求有经验的人推荐一部华硕笔记本预算在3000到5000，想用三四年，游戏主要是仙剑这类的，大型网游不玩。看重画质,0
7938,求推荐推荐一下3500左右的，要求不是很高，应付日常办公，能玩LOL全效，最好是固态的，,0
7939,大一新生买电脑求大神推荐大一信息工程专业新生，平时不玩游戏，想买一款能满足专业需要的笔记本电脑，求各位大神推荐,0
7940,美工女生需配置电脑，大概4000左右，求大神推荐美工女生需配置电脑，大概4000左右，求大神推荐,0
7941,买华硕笔记本，求推荐5000-6000求推荐，玩游戏，画图。,0
7942,求网友推荐一款3500左右的商务本本人一枚小白，不懂。希望有热心的大神帮忙。哪个品牌也可以，4000元一下吧。谢谢谢谢谢,0
7943,求推荐广告设计专业，不知道华硕哪个型号适合做广告设计，预算大概到7千左右，妹纸用,0
7944,求一款游戏本推荐如题，说是游戏本，其实楼主不打英雄联盟和守望先锋之类的网游，给个配置能流畅地打2k17或者GTA5就行，谢谢大家,0
7945,求推荐想买个5k左右送女友，主要就是不要卡，小毛病少点，求推荐,0
7946,华硕笔记本3000左右有什么好推荐本人准备购买一部笔记本 工作用 3000左右有什么好推荐,0
7947,"华硕超薄本推荐TP200-05.jpg (357.86 KB, 下载次数: 11)下载附件 2016-11-9 09:14 上传随着轻薄便携笔记本受到更多的用户欢迎，笔记本产品的设计风格也更加多元化。已经推出了多款变形笔记本的华硕，近期为用户再度送上一款入门级",0
7948,4000左右性价比高的本本推荐几个一般就是在家用，能玩玩坦克世界.LOL之类的，高手些推荐几个呗,0
7949,求推荐电脑不玩游戏，喜欢看电影，华硕A556UR7200怎么样？,0
7950,推荐笔记本预算4000 学生用 视屏剪辑 不玩游戏 平时用用， 求推荐性价比,0
7951,求推荐一款笔记本恩==学生用 也不玩大型游戏那种 就平时在寝室用就可以了 大概3000左右的 谢谢大家==,0
7952,购机，求推荐4000左右 win 7兼容性良好学生本，最好是i5三代以上的!,0
7953,推荐一款3500+的游戏本神舟的K610D玩游戏怎么样 另外3500价位还有别的游戏本吗？,0
7954,4000左右笔记本求推荐大神们，本人学生党，想入手本本，要求不高，能玩个lol，征途之类游戏就好了，求懂得大神推荐,0
7955,最高8000软妹币想上船，求专业人士推荐！最近热衷K670E I7 D2和K680C I7 D2，在ZOL看了详细参数，发现K680C除了显卡超越K670E外，其他方面反而没有670E好，现在纠结到底买670E还是680C，求专业人士推荐，谢谢！,0
7956,战神k650d i5 d1 要换什么硬盘好，请大神推荐比较可以的硬盘如果可以麻烦大神发个比较适合本机的WIN7系统包吧，谢谢大神,0
7957,请大家帮忙推荐一款6000-7000元的thinkpad，满足日常办公，制图和影音娱乐即可，谢谢如题，请大家帮忙推荐一下，谢谢,0
7958,求推荐本本 学生党给我介绍几部笔记本电脑呗，不玩游戏，i5第四代系统，14寸的，4000元以下的笔记本，。。求助求助,0
7959,求推荐个华硕或联想本本本人小白，求大神推荐个4000左右的华硕或联想本本，主要是玩玩小游戏和看下电影…,0
7960,求助，求推荐求助，money有限，求3000左右的电脑，需求：要处理处理数据，基础办公,0
7961,求推荐求导购。专家们！我想入手一台游戏本，预算6000左右，华硕N550和N551有何区别，哪款好？请大神们解答下。我平时玩英雄联盟，逆战，穿越火线，QQ飞车。这些游戏。求导购。谢谢,0
7962,求推荐！！和老公老是抢电脑而吵架 想买本本本， 预算在四千以下吧 平时玩玩游戏 看电影 逛淘宝， 有什么好的推荐吗,0
7963,求推荐我是学生，不怎么懂电脑。可以给推荐几个华硕的笔记本吗？4000元左右。在华硕店里，店员给推荐了y481，k50，3900左右，值吗,0
7964,求各位大神帮忙 想买台本本 求推荐本人上班族 想要台适合的本子 预算5000以内主要用于淘宝兼职，要反应快的能开很多网页速度快的！偶尔玩玩LOL QQ 炫舞CF 这几个游戏 游戏也只是偶尔玩玩 主要用于淘宝兼职 求大神推荐,0
7965,求推荐华硕本本 14～15.6寸用途cad pro/e ps 后期制作 不玩游戏 预算4500,0
7966,求推荐一台笔记本我是大一的，计网专业，预算四五千，求大哥大姐们推荐个好本本，要求转数高点，我喜欢拖东西到手机上，然后分辨率高点，硬盘1t，散热好，屏幕15到16之间，外形好看点（可有可无）,0
7967,本人最近想买一台笔记本，价格呢在6000左右，但不知道买什么，求大神推荐！希望电脑配置高一点，外观当面好看点。求大神推荐呀！！,0
7968,学设计的学生求推荐电脑学设计的！！要制图…3D渲图之类的！！价位5000左右！！老师给了要求i5以上 内存4g以上 还有什么1T 硬盘还是显卡来着的2G以上！最好15寸以上！！,0
7969,推荐华硕电脑3500+平时也就玩个LOL，主要还是上大学用。谢啦,0
7970,我是大一学生，跪求推荐一款笔记本，3500-5000呵呵,0
7971,跪求推荐我是大一学生，现在跪求推荐一款笔记本价格3500-5000，求大神帮忙,0
7972,推荐笔记本电脑我是大一新生，学电子的，主要学习一些编程，网页制作，PS什么的，平时不怎么玩游戏，经常下载看一些视频什么的，想拜托各位大神推荐一台电脑，性价比较高并且适合我的，价位在3500到5000左右，还有想要那种具备升级,0
7973,小白求推荐本人大一狗，笔记本小白，现求笔记本用户推荐一款华硕笔记本，玩LOL或者CF不卡，散热性能高，视觉效果好，，价位四千以下。,0
7974,学生党 求推荐学生党 求推荐几款电脑 主要用途看电视 要求不多 价位3000-5000 比较喜欢薄一点的,0
7975,求推荐价格3500-4500的笔记本电脑，对玩大型游戏要求不高→_→,0
7976,求推荐一款3000内的便携本，12寸内的。谢谢求推荐一款3000内的便携本，12寸内的。谢谢。自己实在挑不到了……太乱了,0
7977,【求推荐】4500-5000的超极本主要用处就是影音、上网和一点文档处理要求是cpu肯定得是haswell架构的，分辨率要高一些，硬盘大一点的一定是超极本！求大神给个建议呗！,0
7978,跪求大神推荐合适的华硕本想买一台合适的华硕本 可我是电脑白痴，，，计算机专业 玩游戏希望不卡 6000元以内 性价比高 配置好一点就可以,0
7979,推荐一款笔记本？4000以下的不玩大型游戏，只是制作一些3维模拟动画，日常上网等，请推荐一款。谢谢，,0
7980,求助！！！我想在本本里加一个内存条，求大神推荐兼容的性价比高的内存条如题！本本入手一年，主要用来画工程图，如今觉得内存不足，想多加一个内存条，现请各路大神推荐和a450匹配的内存条，谢谢！！！,0
7981,求朋友们推荐在3500到4000的本本人想买一个本本主要办公用平时也玩玩游戏看看电影由于是小白不知道买啥样的。原来的都是别人买好的 这回是自己买就蒙了。希望各位给个推荐,0
7982,求推荐本本一台价格不高于5000，平时主要用于办公，有时候会玩一些游戏，希望本本无散热器噪音，外音效果佳…配置越高越好谢谢^ω^，还想加内存到8g,0
7983,学生笔记本求推荐作为一个小白，真心期待大神推荐，价格4000左右,0
7984,求各位大神推荐一台5000左右的华硕电脑电脑用来画一点建筑图，游戏的话就玩玩英雄联盟，求各位大神指点迷津 。,0
7985,求推荐3000以下的本本3000以下的华硕那个好一点 电影 音乐 文档操作,0
7986,买不4500上下的笔记本，求大神推荐好电脑！！！！！！！！！！！！！！！！！！请大神推荐推荐。。。。。。。。。。。。,0
7987,求大神推荐……小白想买一款本本用于学习办公，偶尔玩玩2k什么的。价格在3500上下,0
7988,求推荐游戏本。能完美运行LOL和主流网游的。,0
7989,我是一个电脑小白，想买一台4000到5000的笔记本，游戏影音本就可以了，求推荐我是一个电脑小白，想买一台4000到5000的笔记本，游戏影音本就可以了，求推荐,0
7990,推荐电脑！求大神们推荐一款价位4000～4500之间的笔记本，要求性价比高就行，谢谢各位了！,0
7991,想要加个内存条，求推荐本人小白，最近玩剑灵有点卡，想要加条4G或者8G内存（其实是没钱换SSD）求大神指导应该加什么型号的。可以的话带上X宝X东的网站,0
7992,求大神推荐一部3000左右的华硕笔记本能流畅运行LOL、CF等常见游戏，本人学生，谢谢,0
7993,想买性价比高的机型 求大神推荐想买3000~4000之间的 性价比高一点 的 求大神推荐几款！！！,0
7994,求大神推荐一款3000-3500元的笔记本电脑 本人喜欢薄一点的CPU i5的求大神推荐一款3000-3500元的笔记本电脑 本人喜欢薄一点的CPU i5的 谢谢,0
7995,"我想买一款笔记本，4000左右的。望推荐平时会玩一些游戏，lol,cf的。偶尔用一下cad，本人学生党，希望可以用久一点。求推荐一个口碑好的，质量好一点的。",0
7996,本人学生党，会打游戏lol，。求推荐一款4000以下的本子本人学生党，会打游戏lol，。求推荐一款4000以下的本子,0
7997,想买台华硕4000到5000的电脑，麻烦给推荐几种想买台华硕4000到5000的电脑，麻烦给推荐几种，其他牌子的也行，不过感觉华硕看着帅,0
7998,求推荐求大神推荐三四千cpu和显示器比较好的型号,0
7999,求推荐电脑3500-4000我是个电脑菜鸟，想买个品牌机，能玩的了剑灵等要求较高点的游戏，品牌台式机也可以谢啦,0
8000,新人求推荐大家觉得a55怎么样，有人说做工不好,0
8001,求助，想买一台3000至4000左右的华硕，求推荐在上学，不打游戏，电脑纯处理文档，听歌，看视频用，求推荐一台合适的性价比高的电脑,0
8002,求助，求推荐求助，求推荐一款3000至4000的性价比高的电脑，不用于打游戏，就听歌，看电影娱乐用的多一点，其他就是写论文啊之类的，求推荐一款性价比高的~,0
8003,求助，求大神推荐最近索尼Z 系报废，要毕业了，买台4000左右的混完大学.....求助，求推荐一款3000至4000的性价比高的电脑，不用于打游戏，就听歌，看电影娱乐用的多一点，其他就是写论文啊之类的，求推荐一款性价比高的~,0
8004,学生党本本推荐本人想买四千左右的本本，平时喜欢玩lol和NBA2k系列，求推荐，要求就是运行游戏或日常使用不要卡成狗，谢谢各位。,0
8005,这个杀手不太冷（喜新请不要厌旧--神船超值机型推荐）最近GTX970M，GTX980M各种品牌，各种型号大量上市，真是新机渐欲迷人眼，除神舟的准系统外价格普遍都在8000+~1W+，因此对于囊中羞涩又想玩玩单机或网游大作的船员们不得不望而却步！为了平衡这种现象，神舟可谓走仁,0
8006,"跪求推荐，6000-7000的Thinkpad笔记本，谢谢大神们用途：主要用于工作上班开发，大型开发程序CCS,Cadence，，，不玩游戏。。。。本人很害怕笔记本出问题，一些小要求：希望是混合硬盘，大于500G，内存大于4G，谢谢大家",0
8007,求大神推荐，谢谢！小弟想买一台笔记本，价格位于4500左右（小屌丝一枚），主要用于PS作图和看一些视频电影，游戏如毒奶粉和LOL之类的，现在不知道改选什么型号的，在线求懂的大神指点一二，谢谢！！！！,0
8008,想买个笔记本，大神帮忙推荐一下！想买个笔记本，4000左右，但是我对笔记本知之甚少，大神帮忙推荐一下！,0
8009,T420s想换个蓝光光驱，有推荐的吗？T420s想换个蓝光光驱，有推荐的吗？非原装的可以用吗？不求高级，只求便宜实用即可,0
8010,求推荐一款笔记本，详细要求见内容正文想买个笔记本，主要是办公和编程，要求如下：高分屏，1366*768的完全用不成啊i5或者i7自带的核显就行了，独显双显对我来说那就是鸡肋16g内存，单条8g也行，后面自己加不要光驱刻录机什么的，完全用不上，还又厚又重,0
8011,X201换代，求推荐x201用了几年了，想升级换代了，求推荐一款类似的，散热好的，谢了！new X1 carbon系列如何？,0
8012,求大哥哥大姐姐推荐一台电脑只要Thinkpad目前瞅的T450 价位在七千左右 求建议 求推荐其他款,0
8013,亲戚要买一台ibm的笔记本，求推荐价格在6000～7000,0
8014,128g固态不够用，想加机械硬盘，有推荐的机械硬盘吗？？？去年开学买了电脑，128g的内存用着确实蛋疼。准备加机械盘。有没有固态和机械冲突的现象？？？买盘的时候需要注意什么吗,0
8015,有用过X1的推荐一下啊？8000左右的就好了。有用过X1的推荐一下啊？8000左右的就好了。说说重量，多开网页，CAD这些会卡么？运行的稳定怎么样？续航怎么样？,0
8016,给推荐下 ThinkPad性价比高的最近你想海淘入手一台联想的电脑，因为美国买价格很不错，请各位大神给推荐一下，万分感谢！！！！,0
8017,推荐一下笔记本哪款性价比高主要用于画图， 价位1万以下 推荐哪款笔记本性价比高一下，主要是THINKPAD系列,0
8018,求3500到4500笔记本推荐行比价高的，售后好的，质量杠杠的，3500到4500吧，什么戴尔 think的，，，求砖家推荐，，，不玩大型网游，偶尔玩大型的单机游戏，看电影什么的，拜谢,0
8019,推荐一下THINKPAD T系列笔记本ThinkPad T450 20BVA016CD固态硬盘256G 内存8G 8999元和ThinkPad T450 20BVA02PCD哪款性价比更高些固态硬盘192G 内存4G 6999元这两款哪款性价比更好些？问一下以后这个自己升级固态硬盘还有新的插口升级还是需要替换,0
8020,求推荐求推荐一款女生用的本本3500 左右的 就办公看电影用 不需要太大,0
8021,有爱的各位能否帮我推荐款8000价位左右的笔记本？我今年毕业，工作是从事BI大数据的，以后工作中估计要大量用到编程，所以希望机器要够快，效率才高。主要工作用，家里自己有台式内存得有8G才够吧。屏幕要是能14寸就最好能有14寸，大点爽，不行的话12.5也可以。现在,0
8022,求推荐想入手个笔记本，小白一枚，求大神们推荐一款不超4500大洋的本本，感谢…,0
8023,电脑如下配置，打算加8G内存条，求推荐电脑概览电脑型号 联想 423662U操作系统 Microsoft Windows 7 旗舰版 (32位)CPU (英特尔)Intel(R) Core(TM) i5-2520M CPU @ 2.50GHz(2500 Mhz)主板 联想 423662U内存 4.00 GB ( 1333 MHz)主硬盘 320 GB (西数 WDC WD,0
8024,新手小白 高考完准备入手笔记本 跪求推荐12年终于熬过了 高考完准备换装备 轮到配电脑了 但本人不懂 望大神推荐想要平时学习和玩儿游戏都挺好用的 游戏要求不太高 一般玩儿使命召唤 守望先锋等的 价位大概6000到8000吧 老妈只给这个价自己都快看晕了 不知道,0
8025,4000左右的笔记本，想买thinkpad或宏碁，求推荐如题，一般的办公使用，经常看电影，不玩大型游戏，求推荐,0
8026,求大神推荐制图性好的电脑。本人学习道路桥梁，求推荐一个作图性好的电脑,0
8027,求推荐一款漂亮的THINKPAD本人单身女孩，电脑小白一枚，求推荐一款精致漂亮做工好的笔记本，不要苹果的哦！可以兼顾日常娱乐家用而且便携，预算一万元，希望懂电脑的哥哥能给点建议，感激不尽,0
